,jv_intro,en_categories,title,language,link
28,"Abhishek Bachchan (basa Hindi: अभिषेक बच्चन, lair ing Mumbai, Maharashtra, India, 5 Fèbruari 1976; umur 48 taun) dhèwèké iku aktor india, lan anak saka pasangan artis Bollywood kang jenengé Amitabh Bachchan lan Jaya Bachchan, Abhishek nikah karo aktris lan mantan Miss World, Aishwarya Rai, kang kapisanan Abhishek Bacchan main peran ning filem Refugee, dhèwèké kalebu aktris enom ning Bollywood, dhèwèké putra pasangan ikon kondhang Bollywood Amitabh Bachchan lan aktris Jaya Bhaduri Bachchan.Abhishek lair ing kutha Gorakhpur, Maharashtra, India tanggal 5 Fèbruari 1976 sempat ngenyam pendidikan ing Switserlan lan kuliah ing Universitas Boston, AS.sawisé kasil ngeraih gelar sarjana bisnis saka nagari Paman Sam mau, Abhishek mbalik ing kampung halamané lan ngikuti jejak wong tuwané terjun ing donya akting.Karir aktingé kalebu mulus. taun 2000 Abhishek mbintangi filem debuté REFUGEE karo Kareen Kapoor. Film intuk akèh pujian.banjur taun 2004, Abhishek sukses nggebrak pasar karo filem balapan motor kang dikemas karo sinematografi canggih, DHOOM.Abhishek tampil ing sekuel DHOOM karo aktris kang mengkoné dadi istrinya, Aishwarya Rai. Penampilane ing YUVA gawé dipuji warna-warna kritikus lan intuk penghargaan Filmfare Awards kategori aktor pendukung terbaik.Juni taun 2011, Kabar mbahagiaké teka saka pasangan selebritis Bollywood paling diomongké Aishwarya Rai lan Abhishek Bachchan.Aktris ayu mantan Miss World iki dikabarké hamil anak pertamané. Kehamilan pertama kanggo pasangan kang nikah taun 2007 kapungkur iki kanthi bangga ngumumké déning bapak Abhishek,ya iku aktor besar lan prodhuser Bollywood, Amitabh Bachchan, kang arep dadi simbah. ""NEWS NEWS NEWS!! Aku akan menjadi kakek. Aishwarya hamil.. Sangat bahagia dan tak sabar!!!"" tulis Bachchan liwat akun Twittere.Aishwarya lan bojoné, kang hadir ing perhelatan Oscar taun iki, dikenal dadi 'pasangan super' ing India,keraa kaloroné ya iku bintang gedhé kang wis main ing warna-warna filem gedhi. Aishwarya dhéwé wis 'go international' lan mbintangi pirang filem Hollywood kang ngroketké.",Category:1976 births|Category:20th-century Bengalis|Category:20th-century Indian male actors|Category:21st-century Bengalis|Category:21st-century Indian male actors|Category:Actors with dyslexia|Category:All Wikipedia articles written in Indian English|Category:Alumni of Aiglon College|Category:Articles with hCards|Category:Articles with short description|Category:Bachchan family|Category:Biography with signature|Category:Bollywood Hungama person template using non-numeric ID|Category:Film producers from Mumbai|Category:Filmfare Awards winners|Category:Indian Hindus|Category:Indian game show hosts|Category:Indian male film actors|Category:Indian people with disabilities|Category:Indian television presenters|Category:International Indian Film Academy Awards winners|Category:Living people|Category:Male actors from Mumbai|Category:Male actors in Hindi cinema|Category:Mithibai College alumni|Category:Pages with Hindi IPA|Category:Screen Awards winners|Category:Short description matches Wikidata|Category:Use Indian English from January 2025|Category:Use dmy dates from January 2025|Category:Webarchive template wayback links|Category:Zee Cine Awards winners,Abhishek Bachchan,jv,https://jv.wikipedia.org/wiki/Abhishek_Bachchan
29,"Jennifer Shrader Lawrence (Lair 15 Agustus 1990) iku aktris Amérika. Lair lan diopèni ing Louisville, Kentucky, dhèwèké wis dititèni déning juru golèk bakat ing kutha New York City nalika umur 14 taun. Dhèwèké agé-agé ngalih menyang Los Angeles lan miiwiti karir èktingé kanthi ndhapuk dadi paraga tamu ing acara tipi. Rol utama kapisané iku dadi anggota paraga baku ing kumedhi swasana The Bill Engvall Show (2007–2009). Dhèwèké gawé dhebut nalika dadi paraga pandhukung ing filem Garden Party (2008), banjur saya kondhang saka paragané sing dialem nalika dadi nom-noman mlarat ing drama swatantra Winter's Bone (2010).Lawrence nrima pangakon kang luwih akèh nalika ndhapuk dadi mutan ajeneng Mystique ing filem X-Men: First Class (2011), rol iki sing diparagakaké ing pérangan waralaba X-Men sak lebaré. Paraga bintangé dadi Katniss Everdeen ing seri filem Hunger Games (2012–2015) ngukuhaké dhèwèké dadi wirawati sing brutoné gedhé dhéwé ing salawasing jaman. Lawrence wis nglumpukaké sawenèh kanugrahan saka kolaborasiné karo sutradhara David O. Russell. Dhèwèké kanugrahan Academy Award tumrap Aktris Apik Dhéwé. Kanugrahan iki ditrima amarga dhapukané dadi randha sing dhèprèsi ing kumedhi asmara ajudhul Silver Linings Playbook (2012), lan njalari dhèwèké dadi juwara Oscar Aktris Apik Dhéwé Paling Enom Kapindho. Dhèwèké uga nrima BAFTA Award tumrap Aktris Apik Dhéwé nalika dadi paraga pandhukung kang maragakaké setri sing wiyoga ing kumedhi ila-ila American Hustle (2013). Dhèwèké uga menang telung Golden Globe Awards saka paragané ing filem sing mau mau lan mbintangi invèntor ing filem biografi asesirah Joy (2015).Lawrence wis dadi sawijining aktris sing paling dhuwur bayarané lan paling suksès ing donya déné filemé brutoné punjul $5 milyar AS ing sadonya tekan sapréné. Dhewèké iku aktris sing paling enom sing wis tau éntuk papat nominasi Academy Award. Lawrence panyengkuyung tumrap fèminisme lan samyaning jènder. Dhewèké uga widhiyakaning Jennifer Lawrence Foundation. Sarana yayasan iku, dhèwèké nyengkuyung manéka warna organisasi amal.","Category:1990 births|Category:21st-century American actresses|Category:Actresses from Louisville, Kentucky|Category:All Wikipedia articles written in American English|Category:All articles containing potentially dated statements|Category:American feminists|Category:American film actresses|Category:American philanthropists|Category:American television actresses|Category:Articles containing potentially dated statements from 2019|Category:Articles containing potentially dated statements from May 2019|Category:Articles with hCards|Category:Articles with short description|Category:Best Actress AACTA International Award winners|Category:Best Actress Academy Award winners|Category:Best Musical or Comedy Actress Golden Globe (film) winners|Category:Best Supporting Actress AACTA International Award winners|Category:Best Supporting Actress BAFTA Award winners|Category:Best Supporting Actress Golden Globe (film) winners|Category:Biography with signature|Category:CS1 French-language sources (fr)|Category:Featured articles|Category:Independent Spirit Award for Best Female Lead winners|Category:Living people|Category:Marcello Mastroianni Award winners|Category:Outstanding Performance by a Cast in a Motion Picture Screen Actors Guild Award winners|Category:Outstanding Performance by a Female Actor in a Leading Role Screen Actors Guild Award winners|Category:Pages using Sister project links with hidden wikidata|Category:Short description is different from Wikidata|Category:TCMDb name template using non-numeric ID from Wikidata|Category:Use American English from November 2020|Category:Use mdy dates from April 2024|Category:Wikipedia indefinitely semi-protected biographies of living people",Jennifer Lawrence,jv,https://jv.wikipedia.org/wiki/Jennifer_Lawrence
30,Pāṇini (aksara Dewanagari: पाणिन ; IPA pɑːɳɪn̪ɪ) ya iku ahli basa saka Gandhara kang uripé wetara abad angka 4 SM. Dhèwèké misuwur amarga pawongan kang sepisanan nulis buku babagan Paramasastra Sanskerta kang irah-irahané Aṣṭādhyāyī. Buku iki ngamot ora kurang saka 3.959 hukum aturan Basa Sangskreta.,Category:All article disambiguation pages|Category:All disambiguation pages|Category:Disambiguation pages|Category:Disambiguation pages with surname-holder lists|Category:Short description is different from Wikidata,Panini,jv,https://jv.wikipedia.org/wiki/P%C4%81%E1%B9%87ini
31,"Madhuri Dixit (माधुरी दीक्षित) (jeneng lair Madhuri Shankar Dixit lair ning tanggal  (1967-05-15) 15 Mèi 1967), ya iku artis saka India.Dhèwèké saiki jumeneng ning Denver, Colorado, USA.Madhuri miwiti aktingé liwat filem ABODH, filem kang dirilis ning taun 1984namung meranaké dadi 'selintas lalu'.Nanging, dhèwèké olèh pujian lan bisa diomong sukses ning filemé kang kaping pisananané.Amarga kasuksesané ning filemé kang kaping pisan, dhèwèké olèh tawaran kanggo bintangi peran mligi ning filemkang judhulé TEZAAB, dirilis ning taun 1988.Dhèwèké tambah sukses lan tambah kondhang ning masarakat.Tawaran kanggo merankaé peran mligi terus teka, kaya ta kasuksesané mainaké peran ning filem kang judhulé Ram Lakhan, dirilis nalika taun 1989,Parinda nalika taun 1989, Tridev nalika taun 1989, Kishen Kanhaiya nalika taun 1990, Dil nalika taun 1990, Saajan nalika taun 1991, Beta nalika taun 1992,Khalnayak nalika taun 1993,Hum Aapke Hain Kaun! nalika taun 1994 lan Raja nalika taun 1995.Dhèwèké tambah kondhang nalika mainaké peran Pooja ning filem arahan déning Yash Chopra, Dil To Pagal Hai kang dirilis ning taun 1997.Liwat filem iku uga dhèwèké olèh bebungah nganti kaping papaté ning nominasi Best Actress dari Filmfare Award,sawisé iku, dhèwèké uga olèh bebungah ning filem kang judhulé filem Dil, dirilis nalika taun 1990, Beta ning taun 1992 lan Hum Aapke Hain Kaun dirilis ning taun 1994.Ora namung iku, dhèwèké uga tau olèh bebungah Best Supporting Actress amarga filem kang judhulé Devdas (2002).Ning sasi Agustus taun 2011, Madhuri Dixit menangaké Vogue Beauty Legend Award India.Pemenang saka bebungah iki, pemenangé dippilih déning Dia Mirza, Adhuna Akhtar, Simone Singh, Priya Tanna, [[MickeyContractor]].Kanggo kategori liyané, pemenagé ya iku Anushka Sharma olih bebungah Fresh Face Award, Aishwarya Rai olih bebungah Global Beauty Icon.",Category:1967 births|Category:20th-century Indian actresses|Category:21st-century Indian actresses|Category:Actresses from Mumbai|Category:Actresses in Hindi cinema|Category:All Wikipedia articles written in Indian English|Category:All articles to be expanded|Category:Articles to be expanded from January 2025|Category:Articles with hCards|Category:Articles with short description|Category:Biography with signature|Category:Bollywood Hungama person template using Wikidata property P7923|Category:CS1 maint: numeric names: authors list|Category:Filmfare Awards winners|Category:Indian emigrants to the United States|Category:Indian film actresses|Category:Living people|Category:Marathi actresses|Category:Pages with Sanskrit IPA|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:UNICEF Goodwill Ambassadors|Category:Use Indian English from January 2025|Category:Use dmy dates from January 2025|Category:Wikipedia indefinitely semi-protected pages|Category:Zee Cine Awards winners,Madhuri Dixit,jv,https://jv.wikipedia.org/wiki/Madhuri_Dixit
32,Hrithik Roshan inggih punika salah satunggalipun aktor saking India.Profil saking Hrithik inggih punika:Asma lair:Hrithik Nagrath RoshanTanggal lair: 10 Januari 1974Dhuwuripun: 180 cmIstri: Suzanne Khan,Category:1974 births|Category:20th-century Indian male actors|Category:21st-century Indian male actors|Category:All Wikipedia articles written in Indian English|Category:Articles containing Hindi-language text|Category:Articles with hCards|Category:Articles with short description|Category:Bengali people|Category:Bollywood Hungama person template using non-numeric ID|Category:Dancers from Maharashtra|Category:Featured articles|Category:Filmfare Awards winners|Category:Indian male child actors|Category:Indian male dancers|Category:Indian male film actors|Category:International Indian Film Academy Awards winners|Category:Living people|Category:Male actors from Mumbai|Category:Male actors in Hindi cinema|Category:Pages with Hindi IPA|Category:People of Punjabi descent|Category:People with polydactyly|Category:Popping dancers|Category:Screen Awards winners|Category:Short description matches Wikidata|Category:Use Indian English from December 2024|Category:Use dmy dates from December 2024|Category:Wikipedia pages semi-protected against vandalism|Category:Zee Cine Awards winners,Hrithik Roshan,jv,https://jv.wikipedia.org/wiki/Hrithik_Roshan
33,"Elizabeth Chase ""Lizzie"" Olsen (lair tanggal 16 Fèbruari taun 1989) ya iku paraga wédok saka Amérika. Dhèwèké kawentar amarga perané ing filem Silent House (2011), Liberal Arts (2012), Godzilla (2014), Avengers: Age of Ultron (2015) and Captain America: Civil War (2016). lan uga perané ing filem Martha Marcy May Marlene (2011), dhèwèké dinominasikaké ing akèh panghargian kalebu Independent Spirit Award for Best Female Lead. Elizabeth iku adhiné paraga wèdok lang desianer fashion Mary-Kate Olsen lan Ashley Olsen.","Category:1989 births|Category:20th-century American actresses|Category:21st-century American actresses|Category:21st-century atheists|Category:Actresses from Los Angeles|Category:Actual play performers|Category:All Wikipedia articles written in American English|Category:American atheists|Category:American child actresses|Category:American film actresses|Category:American people of English descent|Category:American people of Norwegian descent|Category:American television actresses|Category:Articles with hCards|Category:Articles with short description|Category:Campbell Hall School alumni|Category:Commons category link is on Wikidata|Category:Good articles|Category:Living people|Category:Olsen family|Category:People from Sherman Oaks, Los Angeles|Category:Rotten Tomatoes ID same as Wikidata|Category:Short description matches Wikidata|Category:Tisch School of the Arts alumni|Category:Use American English from February 2024|Category:Use mdy dates from March 2024|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia temporarily semi-protected biographies of living people",Elizabeth Olsen,jv,https://jv.wikipedia.org/wiki/Elizabeth_Olsen
34,"Alice Ann Munro (jeneng lair Laidlaw, lair ing Ontario, Kanada, 10 Juli 1931; umur 93 taun) ya iku sawijining penulis asal Kanada kang nampa Penghargaan Nobel Sastra ing taun 2013. Saliyané iku, dhèwèké uga nampa penghargaan Man Booker International Prize ing taun 2009 lan minangka pemenang kaping telu Penghargaan Gubernur Jenderal Kanada kanggo kategori karya fiksi. Munro dikenal minangka penulis kang mènèhi prabawa marang karya sastra, kususe carkak, ora mung ana ing Kanada, nanging uga ing jagading internasional.","Category:1931 births|Category:2024 deaths|Category:20th-century Canadian short story writers|Category:20th-century Canadian women writers|Category:21st-century Canadian short story writers|Category:21st-century Canadian women writers|Category:All Wikipedia articles written in Canadian English|Category:All articles lacking reliable references|Category:Articles lacking reliable references from August 2024|Category:Articles with short description|Category:Canadian Nobel laureates|Category:Canadian people of Irish descent|Category:Canadian people of Scottish descent|Category:Canadian women short story writers|Category:Chevaliers of the Ordre des Arts et des Lettres|Category:Commons category link is on Wikidata|Category:Fellows of the Royal Society of Literature|Category:Governor General's Award–winning fiction writers|Category:Guardian topic template using Wikidata|Category:Members of the Order of Ontario|Category:National Book Critics Circle Award winners|Category:Nobel laureates in Literature|Category:Nobelprize template using Wikidata property P8024|Category:O. Henry Award winners|Category:PEN/Malamud Award winners|Category:People from Wingham, Ontario|Category:Short description is different from Wikidata|Category:The New Yorker people|Category:University of Western Ontario alumni|Category:Use Canadian English from October 2015|Category:Use dmy dates from May 2024|Category:Webarchive template wayback links|Category:Women Nobel laureates|Category:Writers from Ontario",Alice Munro,jv,https://jv.wikipedia.org/wiki/Alice_Munro
35,"Patrick Modiano (lair ing Boulogne-Billancourt, 30 Juli 1945; umur 79 taun) iku penulis asal Prancis kang nampa Bebungah Nobel Sastra ing taun 2014 tumrap asil karya tulisané kang mbangkitaké seni memori kang magepokan karo nasib lan kauripan manungsa.",Category:1945 births|Category:20th-century French novelists|Category:21st-century French novelists|Category:All articles with unsourced statements|Category:Articles with short description|Category:Articles with unsourced statements from July 2023|Category:Commandeurs of the Ordre des Arts et des Lettres|Category:French Nobel laureates|Category:French male novelists|Category:French people of Flemish descent|Category:French people of Greek-Jewish descent|Category:French people of Italian-Jewish descent|Category:Grand Prix du roman de l'Académie française winners|Category:Living people|Category:Lycée Henri-IV alumni|Category:Nobel laureates in Literature|Category:Nobelprize template using Wikidata property P8024|Category:Officers of the Legion of Honour|Category:Pages with French IPA|Category:Prix Fénéon winners|Category:Prix Goncourt winners|Category:Prix des libraires winners|Category:Roger Nimier Prize winners|Category:Short description is different from Wikidata|Category:Webarchive template wayback links|Category:Writers from Boulogne-Billancourt,Patrick Modiano,jv,https://jv.wikipedia.org/wiki/Patrick_Modiano
36,"Naruhito (徳仁), (lair 23 Fèbruari 1960; umur 59 taun), punika kaisar Jepang kaping 126, ingkang mréntah 2019.","Category:1960 births|Category:20th-century Shintoists|Category:21st-century Japanese monarchs|Category:21st-century Shintoists|Category:All articles to be expanded|Category:Alumni of Merton College, Oxford|Category:Articles containing Japanese-language text|Category:Articles to be expanded from June 2021|Category:Articles with short description|Category:CS1 Danish-language sources (da)|Category:CS1 German-language sources (de)|Category:CS1 Hungarian-language sources (hu)|Category:CS1 Japanese-language sources (ja)|Category:CS1 Portuguese-language sources (pt)|Category:CS1 Spanish-language sources (es)|Category:CS1 uses Japanese-language script (ja)|Category:Children of Akihito|Category:Commons category link is on Wikidata|Category:Dynamic lists|Category:Emperors of Japan|Category:Gakushuin University alumni|Category:Grand Crosses of the Order of Christ (Portugal)|Category:Grand Crosses of the Order of Merit of the Republic of Hungary (civil)|Category:Grand Crosses of the Order of the Crown (Netherlands)|Category:Japanese Shintoists|Category:Knights Grand Cross of the Order of Merit of the Italian Republic|Category:Knights Grand Cross of the Order of the Crown of Tonga|Category:Knights of the Garter|Category:Living people|Category:Pages including recorded pronunciations|Category:Pages using multiple image with auto scaled images|Category:Pages using the Phonos extension|Category:Pages with Japanese IPA|Category:People from Chiyoda, Tokyo|Category:Recipients of the Grand Decoration with Sash for Services to the Republic of Austria|Category:Reiwa era|Category:Short description matches Wikidata|Category:Sons of Japanese emperors|Category:University of Tokyo alumni|Category:Use dmy dates from September 2020|Category:Wikipedia indefinitely semi-protected biographies of living people",Naruhito,jv,https://jv.wikipedia.org/wiki/Naruhito
37,"Bhimrao Ramji Ambedkar (14 April 1891 - 6 Desember 1956), uga dikenal kanthi jeneng Dr. Babasaheb Ambedkar, minangka ahli hukum, ekonom, politisi lan reformis sosial India, sing menehi inspirasi marang gerakan Buddha Dalit lan kampanye nglawan diskriminasi sosial tumrap wong sing ora bisa diganggu (Dalits), uga ndhukung hak-hak wanita lan tenaga kerja. Dhèwèké dadi Menteri Hukum lan Kehakiman pertama India sing independen, arsitek Konstitusi India, lan bapak pendiri Republik India.",Category:1891 births|Category:1956 deaths|Category:20th-century Indian economists|Category:20th-century Indian lawyers|Category:20th-century Indian philosophers|Category:20th-century Indian writers|Category:20th-century memoirists|Category:Activists from Madhya Pradesh|Category:Activists from Maharashtra|Category:All Wikipedia articles written in Indian English|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:Alumni of the Inns of Court School of Law|Category:Alumni of the London School of Economics|Category:Alumni of the University of London|Category:Ambedkar family|Category:Anti-caste activists|Category:Articles containing French-language text|Category:Articles containing Latin-language text|Category:Articles with Project Gutenberg links|Category:Articles with dead external links from February 2023|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Articles with unsourced statements from February 2022|Category:Articles with unsourced statements from July 2020|Category:B. R. Ambedkar|Category:Buddhist revivalists|Category:CS1 French-language sources (fr)|Category:CS1 Marathi-language sources (mr)|Category:Columbia University alumni|Category:Columbia University fellows|Category:Converts to Buddhism from Hinduism|Category:Dalit leaders|Category:Elphinstone College alumni|Category:First Nehru ministry|Category:Founders of Indian schools and colleges|Category:Founders of new religious movements|Category:India MPs 1952–1957|Category:Indian Buddhists|Category:Indian anti-caste leaders|Category:Indian barristers|Category:Indian civil rights activists|Category:Indian human rights activists|Category:Indian independence activists from Maharashtra|Category:Indian male writers|Category:Indian memoirists|Category:Indian nationalists|Category:Indian political party founders|Category:Indian political philosophers|Category:Indian social reformers|Category:Indian women's rights activists|Category:Indigenous Aryanism|Category:Law ministers of India|Category:Marathi-language writers|Category:Marathi politicians|Category:Members of Gray's Inn|Category:Members of the Bombay Legislative Council|Category:Members of the Cabinet of India|Category:Members of the Constituent Assembly of India|Category:Members of the Council of the Governor General of India|Category:Navayana Buddhists|Category:Pages containing links to subscription-only content|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages using gadget WikiMiniAtlas|Category:Pages with missing ISBNs|Category:People from Ratnagiri district|Category:Rajya Sabha members from Maharashtra|Category:Recipients of the Bharat Ratna|Category:Republican Party of India|Category:Republican Party of India politicians|Category:Scheduled Castes Federation politician|Category:Scholars from Madhya Pradesh|Category:Short description is different from Wikidata|Category:University of Mumbai alumni|Category:Use Indian English from October 2016|Category:Use dmy dates from October 2024|Category:Webarchive template wayback links|Category:Wikipedia extended-confirmed-protected pages|Category:Wikipedia indefinitely move-protected pages,Bhimrao Ramji Ambedkar,jv,https://jv.wikipedia.org/wiki/B._R._Ambedkar
38,"Saif Ali Khan (सैफ अली खान  (1970-08-16) 16 Agustus 1970) dhèwèké iku aktor India lan aktor Bollywood.Saif Ali Khan ya iku aktor lan prodhuser filem India kang wis njegur ning donya filem awit taun 1992.Khan lair ning New delhi, India saka pasangan Mansoor Ali Khan Pataudi lan Sharmila Tagore.Khan tau nikah karo aktris Amrita Singh nalika sasi Oktober taun 1991.Nanging, sawisé 13 taun bebrayan bareng sakloron mutusaké kanggo pisah ning taun 2004.Saka nikahan mau, Khan anduwweni anak lanang kang dijenengi Ibrahim Ali Khan lan anak wadon kang arané Sara Ali Khan.Anak loro mau saiki karo ibuné.Saiki Khan lagi njalin gayutan karo aktris Kareena Kapoor.Hubungan mau wis katon serius, ana wara-wara manawa ning taun 2012 sakloron bakal nikahan.","Category:1970 births|Category:20th-century Indian male actors|Category:21st-century Indian male actors|Category:All Wikipedia articles written in Indian English|Category:Articles with hCards|Category:Articles with short description|Category:Best Actor National Film Award winners|Category:Bollywood Hungama person template using Wikidata property P7923|Category:CS1 Bengali-language sources (bn)|Category:CS1 maint: multiple names: authors list|Category:Film producers from Delhi|Category:Film producers from Mumbai|Category:Filmfare Awards winners|Category:Good articles|Category:Hindi film producers|Category:Indian agnostics|Category:Indian male film actors|Category:Indian male television actors|Category:Indian male voice actors|Category:International Indian Film Academy Awards winners|Category:Kapoor family|Category:Lawrence School, Sanawar alumni|Category:Living people|Category:Male actors from Delhi|Category:Male actors from Mumbai|Category:Male actors in Hindi cinema|Category:Pages with Hindustani IPA|Category:Pages with non-numeric formatnum arguments|Category:People educated at Lockers Park School|Category:People educated at Winchester College|Category:People from Delhi|Category:People from New Delhi|Category:Recipients of the Padma Shri in arts|Category:Saif Ali Khan|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:Stabbing survivors|Category:Tagore family|Category:Use Indian English from August 2019|Category:Use dmy dates from January 2025|Category:Wikipedia indefinitely semi-protected pages|Category:Zee Cine Awards winners",Saif Ali Khan,jv,https://jv.wikipedia.org/wiki/Saif_Ali_Khan
39,"Theresa Mary May (lair mawa jeneng famili Brasier; lair tanggal 1 Oktober 1956) iku sawijining juru pulitik Britania sing diangkat dadi Mahamantri Britania lan pangulu Paré Konservatif wiwit sasi Juli 2016 lan wis dadi anggota parlemèn (Member of Parliament (MP) Britania kanggo distrik pamilih konstituènsi Maidenhead wiwit taun 1997.Saka taun 1977 nganti 1983, May nyambut gawé ing Bank of England, lan wiwit 1985 nganti 1997 ing Association for Payment Clearing Services, kamangka dhèwèké uga ngabdi minangka anggota rad ing London Borough of Merton's Durnsford Ward. Sawisé ora bisa kapilih dadi anggota parlemèn ing taun 1992 lan 1994, wusanané dhèwèk'kapilih ing taun 1997 minangka anggota parlemèn kanggo distrik Maidenhead. May banjur njabat minangka anggota kabinèt bayangan William Hague, Iain Duncan Smith, Michael Howard, lan David Cameron, kalebu minangka pamimpin bayangan parlemèn lan dadi mantri bayangan urusan lapangan kerja lan pengsiyun. Dhèwèké uga tau njabat dadi pangulu Parté Konservatif saka taun 2002 nganti 2003.Sawisé koalisi kabinèt diformasi ing taun 2010, May diangkat dadi Mantri Dalam Negeri lan Mantri Urusan Wanita lan Emansipasi. Ing taun 2012, May mundhur saka kalungguhan kapindho iki. Sawisé Parté Konservatif menang pilihan umum 2015, May diangkat manèh dadi Mantri Dalam Negeri lan dadi Mantri Dalam Negeri sing mangsa jabatané suwé dhéwé sajeroning 60 taun sawisé James Chuter Ede. May banjur ngréformasi kapulisèn, sangsaya puguh nglawan narkoba lan ngwatesi imigrasi.Sawisé David Cameron mundhur lèngsèr amarga olèhé nganakaké réferèndum kalah ing tanggal 24 Juni 2016, May nyalonaké awaké dhéwé minangka pangulu Parté Konservatif. Wusanané dhèwèké menang ing surya 11 Juli 2016 lan diangkat rong dina sawisé ing surya 13 Juli 2016.Theresa May iku Mahamantri Britania wadon kapindho sawisé Margaret Thatcher. Kabeneran May ya padha saka Parté Konservatif. May iku nganggep awaké minangka Wong Konservatif Tunggal Bangsa (One Nation Conservative)  lan wateké iku liberal konservatif.","Category:1956 births|Category:20th-century Anglicans|Category:20th-century British women politicians|Category:21st-century Anglicans|Category:21st-century British autobiographers|Category:21st-century British women politicians|Category:21st-century prime ministers of the United Kingdom|Category:21st-century women prime ministers|Category:All articles to be expanded|Category:All articles with unsourced statements|Category:Alumni of St Hugh's College, Oxford|Category:Articles to be expanded from February 2019|Category:Articles to be expanded from June 2022|Category:Articles with hAudio microformats|Category:Articles with short description|Category:Articles with unsourced statements from February 2017|Category:British Anglicans|Category:CS1 French-language sources (fr)|Category:CS1 errors: generic name|Category:Chairmen of the Conservative Party (UK)|Category:Conservative Party (UK) MPs for English constituencies|Category:Conservative Party (UK) councillors|Category:Conservative Party (UK) life peers|Category:Conservative Party prime ministers of the United Kingdom|Category:Councillors in the London Borough of Merton|Category:English Anglicans|Category:English LGBTQ rights activists|Category:Female heads of government in the United Kingdom|Category:Female interior ministers|Category:Female members of the Cabinet of the United Kingdom|Category:Female members of the Parliament of the United Kingdom for English constituencies|Category:Incomplete lists from March 2022|Category:Incomplete lists from November 2020|Category:Leaders of the Conservative Party (UK)|Category:Life peeresses created by Charles III|Category:Life peers created by Charles III|Category:Living people|Category:Members of the Parliament of the United Kingdom for constituencies in Berkshire|Category:Members of the Privy Council of the United Kingdom|Category:Ministers for women and equalities|Category:Pages containing London Gazette template with parameter supp set to y|Category:Pages containing links to subscription-only content|Category:Pages using Sister project links with hidden wikidata|Category:People appearing on C-SPAN|Category:People from Eastbourne|Category:People from Maidenhead|Category:People with type 1 diabetes|Category:Secretaries of State for the Home Department|Category:Short description matches Wikidata|Category:Theresa May|Category:UK MPs 1997–2001|Category:UK MPs 2001–2005|Category:UK MPs 2005–2010|Category:UK MPs 2010–2015|Category:UK MPs 2015–2017|Category:UK MPs 2017–2019|Category:UK MPs 2019–2024|Category:UK MPs who were granted peerages|Category:UK councillors 1986–1990|Category:UK councillors 1990–1994|Category:Use British English from September 2019|Category:Use dmy dates from October 2023|Category:Webarchive template wayback links|Category:Wikipedia pages semi-protected against vandalism|Category:Wives of knights|Category:Women councillors in England|Category:Women prime ministers in Europe",Theresa May,jv,https://jv.wikipedia.org/wiki/Theresa_May
